symbol,name,market,asset_type,currency,broker,tradability,nisa_category,investment_style,is_sbi_supported,is_active,is_leveraged,is_inverse,theme,sector,aliases,dividend_category,dividend_yield_pct,market_cap_tier,index_family,expense_ratio_pct,complexity,tags,per,pbr,roe_pct,consensus_rating,forecast_agreement,data_quality,risk_band,metadata_source,metadata_as_of,metadata_updated_at,trust_fee_pct,aum,nisa_tsumitate_eligible,nisa_growth_eligible,installment_available,management_style,distribution_policy,yahoo_symbol,yahoo_symbol_note,yahoo_symbol_checked_at,yahoo_symbol_status,sector_gics,industry_gics,subindustry_gics,tse_33_industry,topix_17,smai_theme_tags,theme_confidence,theme_source,market_cap,sbi_tradability_status,sbi_tradability_verified,sbi_tradability_as_of,sbi_tradability_source,nisa_growth_status,nisa_growth_verified,nisa_growth_as_of,nisa_growth_source,nisa_tsumitate_status,nisa_tsumitate_verified,nisa_tsumitate_as_of,nisa_tsumitate_source,average_volume,asset_class,region_exposure,is_hedged,per_source,per_as_of,per_quality,pbr_source,pbr_as_of,pbr_quality,roe_pct_source,roe_pct_as_of,roe_pct_quality,dividend_yield_pct_source,dividend_yield_pct_as_of,dividend_yield_pct_quality,market_cap_tier_source,market_cap_tier_as_of,market_cap_tier_quality,market_cap_source,market_cap_as_of,market_cap_quality,expense_ratio_pct_source,expense_ratio_pct_as_of,expense_ratio_pct_quality,aum_source,aum_as_of,aum_quality,average_volume_source,average_volume_as_of,average_volume_quality,data_quality_reasons,country,exchange,local_symbol,primary_listing_country,trading_currency,settlement_currency,quote_currency,fx_pair_to_jpy,foreign_market_group,country_risk_band,liquidity_tier,foreign_data_quality,foreign_data_quality_reasons,sbi_foreign_tradability,sbi_foreign_tradability_as_of,sbi_foreign_tradability_source
PG,Procter & Gamble,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,consumer,consumer,procter gamble,dividend,2.9,mega,,,standard,"dividend,lower_risk,consumer",21.02,6.22,31.11,3.1,HIGH,OK,LOW,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,PG,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,consumer,0.80,rule_backfill_v1,351991037952,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,8717940,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,PG,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
PLTR,Palantir Technologies Inc A パランティア テクノロジーズ A,us,stock,USD,sbi_securities,tradable,growth,lump_sum,true,true,false,false,technology,technology,Palantir Technologies Inc A パランティア テクノロジーズ A,none,0,mega,,,standard,"balanced,technology",175.89,44.41,32.59,,,OK,HIGH,yahoo,2026-06-01,2026-06-01T14:23:24.406412+09:00,,,false,true,,,,PLTR,,2026-06-25T22:54:22.115452+09:00,generated,Information Technology,,,,,technology,0.80,rule_backfill_v1,257183629312,confirmed,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,44347740,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,PLTR,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
SMH,ヴァンエック ベクトル半導体ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,technology,ヴァンエック ベクトル半導体ETF ヴァンエック ベクトル米国上場半導体25指数にできるだけ連動する投資成果をあげることを目標とする。,none,0,,sector,0.35,beginner,"low_cost,index,semiconductor",49.29,,,,,WARN,HIGH,yahoo,2026-06-01,2026-06-01T14:33:54.938443+09:00,,67822489600,false,true,,,,SMH,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,"index,semiconductor,technology",0.92,rule_sprint_v3_product_theme_from_smai_tags,,confirmed,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,10234275,equity,,unknown,yahoo,2026-06-01,confirmed,,,missing,,,missing,yahoo,2026-06-01,confirmed,,,missing,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-25,confirmed,yahoo,2026-06-25,confirmed,"missing_region_exposure,fundamental_metrics_not_primary_for_etf",United States,NASDAQ,SMH,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
T,AT&T AT&T,us,stock,USD,sbi_securities,tradable,growth,lump_sum,true,true,false,false,communication,communication,AT&T AT&T,high_dividend,4.46,large,,,standard,"balanced,communication,high_dividend",8.16,1.58,18.37,,,OK,LOW,yahoo,2026-06-01,2026-06-01T14:26:26.712962+09:00,,,false,true,,,,T,,2026-06-25T22:54:22.115452+09:00,generated,Communication Services,,,,,"communication,high_dividend",0.80,rule_backfill_v1,155677540352,confirmed,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,42200304,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,T,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
TSLA,Tesla,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,automotive,consumer,tesla,none,0,mega,,,standard,"growth,automotive,consumer",173.64,19.9,4.9,4.0,MEDIUM,OK,HIGH,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,TSLA,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,"automotive,consumer",0.90,rule_backfill_v2_from_smai_theme_tags,1397392146432,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,57201458,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,TSLA,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
UBER,Uber Technologies,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,technology,technology,uber,none,0,large,,,standard,"growth,technology",17.47,5.38,35.31,4.0,MEDIUM,OK,MEDIUM,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,UBER,,2026-06-25T22:54:22.115452+09:00,generated,Information Technology,,,,,technology,0.80,rule_backfill_v1,147886276608,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,18112706,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,UBER,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
UNH,UnitedHealth Group,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,healthcare,healthcare,unitedhealth,dividend,2.31,mega,,,standard,"balanced,healthcare",28.66,3.53,12.18,3.4,MEDIUM,OK,LOW,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,UNH,,2026-06-25T22:54:22.115452+09:00,generated,Health Care,,,,,healthcare,0.80,rule_backfill_v1,374373416960,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,7760382,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,UNH,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
VZ,Verizon Communicatiuons ベライゾン コミュニケーションズ,us,stock,USD,sbi_securities,tradable,growth,lump_sum,true,true,false,false,communication,communication,Verizon Communicatiuons ベライゾン コミュニケーションズ,high_dividend,5.76,large,,,standard,"balanced,communication,high_dividend",11.66,1.93,17.2,,,OK,LOW,yahoo,2026-06-01,2026-06-01T14:30:54.337254+09:00,,,false,true,,,,VZ,,2026-06-25T22:54:22.115452+09:00,generated,Communication Services,,,,,"communication,high_dividend",0.80,rule_backfill_v1,191971311616,confirmed,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,24402732,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,VZ,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
WMT,Walmart,us,stock,USD,sbi_securities,unknown,growth,lump_sum,true,true,false,false,consumer,consumer,walmart,dividend,0.8,mega,,,standard,"dividend,lower_risk,consumer",40.76,9.26,24.13,3.1,HIGH,OK,LOW,yahoo,2026-06-01,2026-06-01T13:35:36.641936+09:00,,,false,true,,,,WMT,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,consumer,0.80,rule_backfill_v1,943350677504,estimated,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,20404141,,,,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,suspicious,yahoo,2026-06-25,confirmed,,,missing,,,missing,yahoo,2026-06-25,confirmed,market_cap_tier:outlier,United States,NASDAQ,WMT,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
XLE,ST エネルギー セレクト セクター SPDR ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,ST エネルギー セレクト セクター SPDR ETF S&Pエネルギー セレクト セクター 指数に概ね連動する投資成果を上げることを目標とする。,high_dividend,3.79,,sector,0.08,beginner,"low_cost,high_dividend,index",20.47,1.08,,,,WARN,HIGH,yahoo,2026-06-01,2026-06-01T14:33:54.938443+09:00,,38671941632,false,true,,,,XLE,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,"high_dividend,index",0.80,rule_backfill_v1,,confirmed,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,43246722,equity,,unknown,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,,,missing,yahoo,2026-06-01,confirmed,,,missing,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-25,confirmed,yahoo,2026-06-25,confirmed,"missing_region_exposure,fundamental_metrics_not_primary_for_etf",United States,NASDAQ,XLE,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
XLF,ST 金融セレクト セクター SPDR ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,ST 金融セレクト セクター SPDR ETF S&P金融セレクト セクター 指数に概ね連動する投資成果を上げることを目標とする。,dividend,1.13,,sector,0.08,beginner,"low_cost,index",16.64,1.52,,,,WARN,HIGH,yahoo,2026-06-01,2026-06-01T14:33:54.938443+09:00,,49419214848,false,true,,,,XLF,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,index,0.80,rule_backfill_v1,,confirmed,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,37791020,equity,,unknown,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,,,missing,yahoo,2026-06-01,confirmed,,,missing,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-25,confirmed,yahoo,2026-06-25,confirmed,"missing_region_exposure,fundamental_metrics_not_primary_for_etf",United States,NASDAQ,XLF,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
XLU,ST 公益事業 セレクト セクター SPDR ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,ST 公益事業 セレクト セクター SPDR ETF S&P公益事業セレクト セクター 指数に概ね連動する投資成果を上げることを目標とする。,high_dividend,4.37,,sector,0.08,beginner,"low_cost,high_dividend,index",21.56,0.69,,,,WARN,HIGH,yahoo,2026-06-01,2026-06-01T14:36:57.507018+09:00,,22354980864,false,true,,,,XLU,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,"high_dividend,index",0.80,rule_backfill_v1,,confirmed,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,21249375,equity,,unknown,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,,,missing,yahoo,2026-06-01,confirmed,,,missing,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-25,confirmed,yahoo,2026-06-25,confirmed,"missing_region_exposure,fundamental_metrics_not_primary_for_etf",United States,NASDAQ,XLU,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
XLV,ST ヘルスケア セレクト セクター SPDR ETF,us,etf,USD,sbi_securities,tradable,growth,both,true,true,false,false,index,index,ST ヘルスケア セレクト セクター SPDR ETF S&Pヘルスケア セレクト セクター 指数に概ね連動する投資成果を上げることを目標とする。,dividend,1.2,,sector,0.08,beginner,"low_cost,index",27.55,1.17,,,,WARN,HIGH,yahoo,2026-06-01,2026-06-01T14:36:57.507018+09:00,,38248288256,false,true,,,,XLV,,2026-06-25T22:54:22.115452+09:00,generated,,,,,,index,0.80,rule_backfill_v1,,confirmed,false,2026-06-01,yahoo,estimated,false,2026-06-01,yahoo,not_supported,false,2026-06-01,yahoo,10189133,equity,,unknown,yahoo,2026-06-01,confirmed,yahoo,2026-06-01,confirmed,,,missing,yahoo,2026-06-01,confirmed,,,missing,,,missing,yahoo,2026-06-01,confirmed,yahoo,2026-06-25,confirmed,yahoo,2026-06-25,confirmed,"missing_region_exposure,fundamental_metrics_not_primary_for_etf",United States,NASDAQ,XLV,United States,USD,USD,USD,USDJPY,us,LOW,unknown,OK,,tradable,2026-06-01,yahoo
